Questions,Difficulty,Category
Explain Pentaho Reporting Evaluation.,1,Other
Can fieldnames in a row duplicated in Pentaho?,3,Other
Does transformation allow filed duplication?,1,Other
How to use database connections from repository?,3,Other
Explain in brief the concept Pentaho Dashboard.,2,Other
How to use logic from one transformation/job in other process?,3,Other
Explain the use of Pentaho reporting.,3,Other
What is Pentaho Data Mining?,1,Other
Is Data Integration and ETL Programming same?,1,Other
Explain Hierarchy Flattening.,2,Other
Give a brief about PDI architecture.,2,Other
Explain Pentaho report Designer (PRD).,3,Other
Define Pentaho Report types.,1,Other
What are variables and arguments in transformations?,1,Other
How to configure JNDI for Pentaho DI Server?,1,Other
"
Find MSBI Training in Other Regions",3,Other
What is MSBI? What are the tools that MSBI comprises?,1,Other
What are the tools associated with SSIS?,2,Other
What is a workflow? What do you mean by a control flow and a data flow? ,2,Other
Mention the errors in SSIS and explain how error handling works. ,1,Other
Define environmental variables in SSIS.,1,Other
What are different lookup cache modes available in SSIS? ,3,Other
Explain the architecture of SSIS.,3,Other
How can we do logging in SSIS? ,2,Other
How do you deploy SSIS packages?,1,Other
How can we organize SSIS packages on production?,1,Other
Define query parameters in SSRS.,3,Other
What are variables? Define the variable scope.,3,Other
Define SSRS and also talk about the SSRS architecture. ,3,Other
Explain the Reporting Life Cycle in SSRS. ,1,Other
When shall we use a null data-driven subscription? ,2,Other
What do you mean by matrix in SSRS? What are sub-reports and how do we create them? ,1,Other
Define Report Model Project. ,3,Other
What do you mean by Report Server Project?,3,Other
Define RS.exe Utility.,2,Other
What are the three different parts of RDL files? ,1,Other
What are the different data sources used in SSRS? ,2,Other
Differentiate between Tabular and Matrix Reports. ,1,Other
How to send SSRS Reports from SSIS? ,3,Other
What is SSAS? List out its key features.,3,Other
What is the significance of UDM in SSAS? ,1,Other
What is the architecture of SSAS? ,3,Other
What languages are used in SSAS?,3,Other
How are cubes implemented in SSAS? ,3,Other
What is writeback? What are its preconditions? ,3,Other
Compare QlikView with Tableau.,3,Other
What chart types do we use in QlikView Admin?,3,Other
Explain Set Analysis in QlikView.,1,Other
Define Trellis chart.,3,Other
Explain Mini chart. What do you mean by sub-reports and how can you create them?,3,Other
How many dimensions can you use in a Bar chart?,1,Other
Which QlikView object has only expression and no dimension?,1,Other
How can you use Macros in your application?,3,Other
What do you understand by layers in QlikView?,1,Other
What are Dimensions?,3,Other
Explain Normalized data.,3,Other
What is Star Schema?,2,Other
What is Snowflake Schema?,3,Other
Explain IntervalMatch.,2,Other
Explain the IntervalMatch() function.,2,Other
What is a Container?,1,Other
What do you understand by the extended IntervalMatch() function?,2,Other
What are the new features in QV 11?,2,Other
Explain Join and its types.,2,Other
What is Left Join?,1,Other
Define Right Join.,3,Other
Explain Inner Join.,2,Other
What are Modifiers?,1,Other
Explain Identifier's syntax.,2,Other
Explain the 3-tier architecture of QlikView Application.,2,Other
How does QlikView store data internally?,2,Other
Explain the restrictions of Binary Load for a QlikView Developer.,2,Other
"For a QlikView Administrator, differentiate between Subset Ratio and Information Density.",2,Other
What is the use of Optimized Load?,3,Other
Differentiate between Keep and Join.,1,Other
Define Synthetic Key.,3,Other
What is Incremental Load in QlikView Architect?,2,Other
Differentiate between the Set and Let options in QlikView.,2,Other
Define QlikView Resident Load.,2,Other
How can you optimize a QV Application?,1,Other
What is Mapping Load?,2,Other
Define Apply Map.,1,Other
What is Concatenation?,1,Other
Define NoConcatenation.,3,Other
Define the Connect statement.,3,Other
What do you understand by Fact Constellation Schema?,2,Other
What do you mean by RDBMS?,2,Other
What do you understand by the term 'CAL' in QlikView Server? ,2,Other
Differentiate between QlikView Server and QlikView Publisher.,1,Other
How can you bring data into QV?,3,Other
How can you handle Early Arriving Facts?,1,Other
What type of data do we use generally?,3,Other
Elucidate QlikView.,1,Other
What are the benefits of using QlikView?,3,Other
How is QlikView 11 different from QlikView 10?,1,Other
What is QlikView Comparative Analysis in the QlikView Developer platform?,2,Other
What mobile device platforms does QlikView 11 support?,2,Other
"For a QlikView Admin, what is Document-level Auditing in QlikView 11?",3,Other
"What are the key differences between QlikView and any other standard statistical software packages (SAS, SPSS, etc.)?",1,Other
What are QlikView Annotations?,2,Other
What are the main features of QlikView?,2,Other
What are the differences between QlikView Server editions?,3,Other
"
Find QlikView Training in Other Regions",3,Other
Watch this Tableau Interview Questions & Answers: ,3,Other
How is the Context Filter different from other Filters?,3,Other
What is the disadvantage of Context Filters?,2,Other
What are the five main products offered by Tableau?,1,Other
What is the latest version of Tableau Desktop?,1,Other
What is data visualization?,3,Other
Why Tableau?,3,Other
What are Filters? How many types of Filters are there in Tableau?,2,Other
How to remove the Show All option from a Tableau Auto Filter?,2,Other
Can we use non-used columns (columns that are not used in reports but used in data source) in Tableau Filters?,2,Other
What is the benefit of Tableau Extract file over the live connection?,3,Other
What is the different between twb and twbx file extensions. Please explain.,1,Other
How to combine two Excel files with the same fields but different data (different years)?,1,Other
What is the maximum number of tables we can join in Tableau?,3,Other
What is the difference between joining and blending in Tableau?,1,Other
What are Dimensions and Facts?,1,Other
Can we place an Excel file in a shared location and use it to develop a report and refresh it in regular intervals?,2,Other
What is the difference between heat map and treemap?,2,Other
What is dual axes?,1,Other
What is blended axis?,3,Other
What makes Tableau stand out?,3,Other
How do we do testing in Tableau?,1,Other
Can you get values from two different sources as a single input into parameter?,2,Other
How do we use parameters in Tableau?,1,Other
What are the differences between Tableau and other traditional BI tools?,2,Other
What are the similarities and differences between Tableau and Palantir?,3,Other
How to create cascading filters without using context filter?,3,Other
Is Tableau good for a strategic acquisition?,2,Other
How to display the top five and the last five sales in the same view?,1,Other
"Suppose, without using a line/bar chart, I want to design a view to show the region-wise profit and sales. How should I go about doing it? Explain.",2,Other
"Design a view in a map such that if a user selects any state, the profit and sales in the cities under that state would show up.",3,Other
How to add custom color in Tableau?,3,Other
How can we combine a database and the flat file data in Tableau Desktop?,1,Other
What does Tableau do?,2,Other
What is Tableau Public?,3,Other
What is data modeling?,3,Other
What is your daily work process in Tableau?,1,Other
What is parameters in Tableau? How do they work?,2,Other
How does Tableau work with huge datasets?,1,Other
How will you publish and schedule a workbook in Tableau Server?,2,Other
Distinguish between Parameters and Filters.,1,Other
What is Page shelf?,3,Other
What are the major differences between Tableau 7.0 and Tableau 8.0?,1,Other
How to create filled maps?,3,Other
Does a parameter have its own drop-down list?,1,Other
How is data blending different from data joining?,3,Other
"Is it possible to store a huge amount of data in a memory engine using Tableau? If yes, how can we achieve that?",3,Other
How is Tableau different from traditional reporting/BI tools?,3,Other
What is the difference between INDEX and RANK in Tableau?,3,Other
How to automate reports in Tableau?,3,Other
"Suppose, my license expires today. Can my users be able to view the dashboards or workbooks that I published in the server earlier?",3,Other
Assume that I am using Tableau Desktop and have a live connection to Cloudera Hadoop data. I need to press F5 to refresh the visualization. Is there any way to automatically refresh the visualization every x minutes instead of pressing F5 everytime?,2,Other
What is Tableau Desktop?,3,Other
"What are the differences between Tableau, GoodData, and the other traditional BI tools (BusinessObjects, etc.)?",1,Other
What is Tableau?,3,Other
What is Tableau Server?,3,Other
Explain the integration of Tableau with R.,1,Other
What is the difference between the quick filter and the normal filter in Tableau?,2,Other
"
Find Tableau Training in Other Regions",2,Other
Compare a database with Data Warehouse.,1,Other
What is the purpose of cluster analysis in Data Warehousing?,2,Other
Explain the chameleon method used in Data Warehousing.,1,Other
What is Virtual Data Warehousing?,3,Other
What is Active Data Warehousing?,2,Other
What is a snapshot with reference to Data Warehouse?,2,Other
What is XMLA?,2,Other
What is ODS?,2,Other
What is the difference between ‘view’ and ‘materialized view’?,3,Other
